Book Id,Title,Author,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres
40530,Time and Again: Time Was / Times Change,Nora Roberts,3.77,0373484410,9780373484416,eng,505,7574,194,8/24/2001,Silhouette,"Romance;Science Fiction,Time Travel;Fiction;Romance,Contemporary Romance;Fantasy;Science Fiction;Romance,Paranormal Romance;Contemporary;Fantasy,Paranormal;Womens Fiction,Chick Lit"
28400,Combray (Remembrance of Things Past  #1),Stéphane Heuet/Marcel Proust/Joe  Johnson,3.79,1561632899,9781561632893,eng,72,36,9,1/1/2001,Nantier Beall Minoustchine Publishing,"Sequential Art,Graphic Novels;Sequential Art,Comics;Fiction;Cultural,France;Classics;Sequential Art,Bande Dessinée;Graphic Novels Comics;Literary Fiction;Comics,Comic Book"
20117,Joy Within,Joan Goldstein/Manuela Soares,4.38,0671763792,9780671763794,en-US,144,8,3,11/15/1990,Simon  Schuster,Psychology
13530,Foreign Correspondence: A Pen Pal's Journey from Down Under to All Over,Geraldine Brooks,3.85,0385483732,9780385483735,eng,240,1428,204,1/19/1999,Anchor Books,"Nonfiction;Autobiography,Memoir;Travel;Cultural,Australia;Biography;Biography Memoir;Biography,Autobiography;History;Female Authors;Adventure"
24836,The Floating Opera and The End of the Road,John Barth,4.03,0385240899,9780385240895,eng,442,1933,115,3/11/1997,Anchor Books,"Fiction;Literature,American;Literature;Novels;Classics;Literary Fiction;Literature,20th Century;American,American Fiction;The United States Of America;Contemporary"
28872,A Practical Guide to Dragons,Lisa Trumbauer/Emily Fiegenshuh,4.33,0786941642,9780786941643,eng,80,577,36,9/26/2006,Mirrorstone,"Fantasy;Fantasy,Dragons;Fiction;Childrens,Picture Books;Dungeons and Dragons,Dragonlance;Childrens;Art;Fantasy,Mythology;Role Playing Games,Dungeons and Dragons;Fantasy,High Fantasy"
22114,Un train d'or pour la Crimée,Michael Crichton,3.86,226607007X,9782266070072,fre,342,16,3,1/13/1999,Pocket,"Fiction;Historical,Historical Fiction;Thriller;Mystery;Mystery,Crime;Historical;Adventure;Audiobook;Thriller,Mystery Thriller;European Literature,British Literature"
27526,Desecration (Left Behind  #9),Tim LaHaye/Jerry B. Jenkins,4.01,0842332294,9780842332293,eng,432,21603,261,5/20/2002,Tyndale House Publishers,"Christian Fiction;Christian;Fiction;Religion;Fantasy;Thriller;Religion,Christianity;Religion,Faith;Spirituality;Science Fiction,Apocalyptic"
36023,Tim Burton: Interviews,Kristian Fraga,4.26,1578067596,9781578067596,eng,192,103,7,1/22/2010,University Press of Mississippi,"Nonfiction;Culture,Film"
24761,An Acceptable Time (Time Quintet  #5),Madeleine L'Engle,3.82,0440208149,9780440208143,eng,343,16434,639,12/1/1990,Laurel Leaf Books,"Fantasy;Young Adult;Fiction;Science Fiction;Childrens;Classics;Science Fiction,Time Travel;Childrens,Middle Grade;Science Fiction Fantasy;Adventure"
5497,Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,0385499094,9780385499095,eng,168,1282,139,4/4/2000,Anchor,"Historical,Historical Fiction;Fiction;Northern Africa,Egypt;Novels;Cultural,Africa;Historical;Literature;Classics;African Literature,Egyptian Literature;Literary Fiction"
27609,Whites,Norman Rush,3.77,0679738169,9780679738169,eng,160,382,42,9/1/1992,Vintage,"Short Stories;Fiction;Cultural,Africa;Southern Africa,Botswana;Literary Fiction;Literature,American"
12844,Power of Silence,Carlos Castañeda,4.22,067173248X,9780671732486,eng,288,2253,53,6/1/1991,Washington Square Press,"Philosophy;Spirituality;Nonfiction;Anthropology;Psychology;Occult,Mysticism;Philosophy,Metaphysics;Spirituality,New Age;Religion;Biography"
38830,Stranger from the Past,Penny Jordan,3.23,0373115997,9780373115990,eng,224,29,7,9/24/1993,Harlequin Presents,"Category Romance,Harlequin;Romance;Harlequin,Harlequin Presents;Romance,Contemporary Romance;Asian Literature,Indonesian Literature;Harlequin,Hqn;Harlequin,Harlequin Romance"
43959,Margherita Dolce Vita,Stefano Benni/Antony Shugaar,3.71,1933372206,9781933372204,en-US,208,1704,100,11/1/2006,Europa Editions,"Fiction;Cultural,Italy;European Literature,Italian Literature;Humor;Fantasy;Novels;Literature,21st Century;Contemporary;Cultural,International;Young Adult"
214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9781400032488,eng,215,731,72,3/8/2005,Vintage Crime/Black Lizard,"Mystery,Crime;Fiction;Mystery,Noir;Mystery;Mystery,Hard Boiled;Thriller;Mystery,Detective;Literature,American;Thriller,Mystery Thriller;Adult"
25210,The Golden Country,Shūsaku Endō/Francis Mathy,3.79,0804833370,9780804833370,eng,128,47,4,8/15/2003,Tuttle Publishing,"Fiction;Cultural,Japan;Historical,Historical Fiction;Plays;Asian Literature,Japanese Literature;Drama;Religion,Christianity;Plays,Theatre;Literature;Historical"
24955,Danny  Champion Du Monde,Roald Dahl,4.09,201321894X,9782013218948,fre,281,7,0,9/5/2001,Hachette,"Childrens;Fiction;Classics;Young Adult;Fantasy;Childrens,Middle Grade;Adventure;Humor;Audiobook;Novels"
16307,Hallowe'en Party (Hercule Poirot  #39),Agatha Christie,3.66,0007120680,9780007120680,eng,336,20656,1246,9/3/2001,Harper,"Mystery;Fiction;Mystery,Crime;Classics;Thriller,Mystery Thriller;Holiday,Halloween;Mystery,Detective;Audiobook;European Literature,British Literature;Adult"
25376,The Mystery Method: How to Get Beautiful Women Into Bed,Mystery/Neil Strauss,3.7,0312360118,9780312360115,en-US,240,2208,116,2/6/2007,St. Martin's Press,"Psychology;Self Help;Relationships;Nonfiction;Social;Self Help,Personal Development;Love;Mystery;Philosophy;Sexuality"
21719,Kisscut (Grant County  #2),Karin Slaughter,4.09,0060534044,9780060534042,eng,436,25675,1096,9/30/2003,HarperTorch,"Mystery;Thriller;Mystery,Crime;Fiction;Thriller,Mystery Thriller;Suspense;Audiobook;Adult;Mystery,Detective;Contemporary"
35329,The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,4.27,0393703274,9780393703276,eng,208,1506,45,10/17/2000,W. W. Norton  Company,"Psychology;Nonfiction;Health,Mental Health;Self Help;Psychology,Counselling;Social Science,Social Work;Health;Science;Medicine,Psychiatry;Neuroscience,Brain"
24119,M Is for Mayflower: A Massachusetts Alphabet,Margot Theis Raven/Jeannie Brett,4.0,1585360724,9781585360727,eng,40,27,4,10/1/2002,Sleeping Bear Press,"Childrens;Childrens,Picture Books;Nonfiction"
19910,Master of Wolves (Mageverse  #3),Angela Knight,4.17,0425207439,9780425207437,eng,294,3798,56,4/4/2006,Berkley,"Romance,Paranormal Romance;Fantasy,Paranormal;Romance;Fantasy;Paranormal,Vampires;Paranormal,Shapeshifters;Shapeshifters,Werewolves;Fantasy,Magic;Contemporary;Fantasy,Urban Fantasy"
35248,Essential Monster of Frankenstein  Vol. 1,Gary Friedrich/Doug Moench/John Buscema/Mike Ploog/Val Mayerick,3.62,0785116346,9780785116349,eng,496,69,7,10/20/2004,Marvel Comics,"Sequential Art,Comics;Sequential Art,Graphic Novels;Horror;Superheroes,Marvel;Horror,Victor Frankenstein;Fiction;Fantasy"
18846,Virginia Woolf,Hermione Lee,4.26,0375701362,9780375701368,eng,893,2807,113,10/5/1999,Vintage,"Biography;Nonfiction;Biography Memoir;History;Feminism;Literature;European Literature,British Literature;Womens;Autobiography,Memoir;Literature,20th Century"
21782,Heat,William Goldman,3.37,0446300004,9780446300001,eng,244,242,17,9/1/1986,Warner Books (NY),Fiction;Thriller;Action
19913,Master of the Moon (Mageverse #2),Angela Knight,4.14,0425203573,9780425203576,eng,336,2882,56,5/3/2005,Berkley Sensation,"Romance,Paranormal Romance;Fantasy,Paranormal;Romance;Fantasy;Paranormal,Vampires;Paranormal,Shapeshifters;Fairies,Fae;Fantasy,Magic;Fiction;Shapeshifters,Werewolves"
11752,Lost in the City,Edward P. Jones,4.03,006079528X,9780060795283,eng,268,2228,241,11/30/2004,Amistad Press,"Short Stories;Fiction;Historical,Historical Fiction;Cultural,African American;Literary Fiction;Race;Superheroes,Dc Comics;The United States Of America;Literature;American,African American Literature"
43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books,"Fiction;Historical,Historical Fiction;Romance;Historical;Adult;Adult Fiction;Contemporary;Book Club;Novels;Audiobook"
44958,Landscape Within: Insights and Inspirations for Photographers,David   Ward/Joe Cornish,4.36,190253834X,9781902538341,eng,128,22,3,11/1/2004,Aurum Press,"Art,Photography"
30112,America Alone: The End of the World As We Know It,Mark Steyn,4.13,0895260786,9780895260789,eng,224,3095,362,10/1/2006,Regnery Publishing,"Politics;Nonfiction;History;Religion,Islam;Religion;Cultural;War,Terrorism;Philosophy;Politics,Political Science;Economics"
42603,Black Like Me,John Howard Griffin,4.13,0451208641,9780451208644,eng,208,53790,2118,5/6/2003,Berkley Books,"Nonfiction;History;Autobiography,Memoir;Classics;Biography;Race;Cultural,African American;Sociology;Biography Memoir;Biography,Autobiography"
43932,Drop Shot (Myron Bolitar  #2),Harlan Coben/Martine Leconte,3.94,0440220459,9780440220459,eng,341,20461,981,2/5/1996,Dell Publishing Company,"Mystery;Fiction;Thriller;Mystery,Crime;Thriller,Mystery Thriller;Suspense;Audiobook;Sports,Sports;Adult;Mystery,Detective"
6745,Wild Things (Prowlers Book 1),Christopher Golden,4.03,074344017X,9780743440172,eng,311,7,0,4/7/2003,Pocket Books,"Fantasy,Supernatural;Horror;Fantasy,Urban Fantasy;Fantasy;Young Adult;Shapeshifters,Werewolves;Fiction"
22832,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,3.97,156931019X,9781569310199,en-US,400,131,7,6/5/1997,Viz Media,"Sequential Art,Manga;Sequential Art,Comics;Sequential Art,Graphic Novels;Humor;Romance;Science Fiction;Classics;Fiction"
11541,Swan Song,Robert R. McCammon,4.28,067162413X,9780671624132,eng,956,147,23,6/1/1987,Pocket Books,"Horror;Fiction;Apocalyptic,Post Apocalyptic;Fantasy;Science Fiction;Science Fiction,Dystopia;Science Fiction,Apocalyptic;Thriller;Audiobook;Science Fiction Fantasy"
29946,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.15,0099427869,9780099427865,eng,144,50816,1906,3/12/2001,Arrow Books Ltd,Fiction;Philosophy;Spirituality;Fantasy;Classics;Religion;Inspirational;Self Help;Novels;Literature
244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,0140366601,9780140366600,eng,287,81,6,10/3/1996,Puffin,Poetry;Childrens;Humor;Anthologies;Fiction
11399,Living on the Ragged Edge: Finding Joy in a World Gone Mad: Workbook,Charles R. Swindoll,4.2,1418503460,9781418503468,en-US,268,3,0,4/6/2005,Nelson Reference & Electronic Publishing,Reference
20848,Catch That Pass!,Matt Christopher,3.91,0316139246,9780316139243,eng,130,290,23,9/1/1989,Little  Brown Books for Young Readers,"Sports,Sports;Realistic Fiction;Fiction;Football;Childrens;Young Adult"
12335,Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,4.01,0375760814,9780375760815,eng,608,6799,483,9/10/2002,Random House Trade,"Biography;Nonfiction;Poetry;Biography Memoir;History;Feminism;Womens;Autobiography,Memoir;Language,Writing;LGBT,Queer"
15058,I'm Telling You Stories: Jeanette Winterson and the Politics of Reading (Postmodern Studies 25),Helena Grice/Tim Woods,3.7,9042003405,9789042003408,eng,136,10,2,1/1/1998,Brill/Rodopi,Nonfiction
330,On Beyond Zebra!,Dr. Seuss,4.04,0394800842,9780394800844,eng,64,2815,164,9/12/1955,Random House Books for Young Readers,"Childrens,Picture Books;Childrens;Fiction;Poetry;Classics;Animals;Humor;Fantasy;Childrens,Juvenile;Academic,School"
6595,Big Bad Wolf,Linda Jones,3.8,0505521792,9780505521798,eng,359,123,6,2/27/1997,Love Spell,"Romance;Romance,Historical Romance;Fantasy;Fantasy,Fairy Tales;Fairy Tales,Fairy Tale Retellings;Historical;Romance,Paranormal Romance;Adult;Fiction"
28395,Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,4.53,0394711831,9780394711836,en-US,1216,866,42,8/27/1982,Vintage,"Fiction;Classics;Literature;Cultural,France;Novels;European Literature,French Literature;Literature,20th Century;Literary Fiction;Philosophy;Classics,Classic Literature"
45119,The Breaker,Minette Walters,3.62,0515128821,9780515128826,eng,384,2919,142,8/1/2000,Jove,"Mystery;Mystery,Crime;Fiction;Thriller;Thriller,Mystery Thriller;Suspense;European Literature,British Literature;Mystery,Detective;Mystery,Murder Mystery;Novels"
2880,Bleach  Volume 01,Tite Kubo,4.22,1591164419,9781591164418,eng,200,140403,1063,5/19/2004,VIZ Media LLC,"Sequential Art,Manga;Fantasy;Sequential Art,Graphic Novels;Sequential Art,Comics;Fiction;Young Adult;Media Tie In,Anime;Comics Manga;Action;Manga,Shonen"
10826,Charlotte's Web,E.B. White/Garth Williams,4.17,0061228745,9780061228742,eng,179,7,1,11/1/2006,HarperEntertainment,"Classics;Fiction;Childrens;Fantasy;Young Adult;Childrens,Middle Grade;Animals;Academic,School;Childrens,Chapter Books;Childrens,Juvenile"
42408,Babar's World Tour,Laurent de Brunhoff,3.82,0810957809,9780810957800,en-US,48,69,12,9/1/2005,Harry N. Abrams,"Childrens;Childrens,Picture Books;Animals"
2820,The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,0521639875,9780521639873,eng,204,388,23,4/22/1999,Cambridge University Press,"Philosophy;Nonfiction;Fantasy,Mythology;European Literature,German Literature;Classics;Literature,19th Century;Reference;Plays,Theatre;Music;History"
8628,The Making of Master and Commander: The Far Side of the World,Tom McGregor,3.97,0393325539,9780393325539,eng,168,96,13,10/17/2003,W. W. Norton  Company,"Nonfiction;Culture,Film;History"
25015,The River at the Center of the World: A Journey Up the Yangtze & Back in Chinese Time,Simon Winchester,3.92,0312423373,9780312423377,eng,416,1398,95,4/1/2004,Picador,"Travel;Cultural,China;Nonfiction;History;Cultural,Asia;Science,Geography;Autobiography,Memoir;Adventure;Cultural;Anthropology"
26092,Double Identity,Margaret Peterson Haddix,4.02,0689873743,9780689873744,eng,224,276,52,10/1/2005,Simon  Schuster Books for Young Readers,"Young Adult;Science Fiction;Fiction;Mystery;Fantasy;Childrens,Middle Grade;Childrens;Suspense;Young Adult,Teen;Adventure"
13485,Think Like a Guy: How to Get a Guy by Thinking Like One,Giuliana DePandi,3.15,0312354371,9780312354374,en-US,172,115,23,6/27/2006,St. Martin's Griffin,Self Help;Nonfiction;Relationships
32433,The Key to Midnight,Dean Koontz/Leigh Nichols,3.95,0425147517,9780425147511,eng,419,24594,239,6/1/1995,Berkley Books,"Horror;Fiction;Thriller;Mystery;Suspense;Thriller,Mystery Thriller;Science Fiction;Mystery,Detective;Adult Fiction;Adult"
30367,Riley in the Morning,Sandra Brown,3.44,9792234799,9789792234794,eng,224,2268,49,11/27/2008,Gramedia Pustaka Utama,"Romance;Romance,Contemporary Romance;Contemporary;Fiction;Category Romance,Harlequin;Adult;Romance,Romantic Suspense;Category Romance,Loveswept;Adult Fiction;Mystery"
43960,Living La Dolce Vita: Bring the Passion  Laughter  and Serenity of Italy Into Your Daily Life,Raeleen D'Agostino Mautner,3.76,1570719276,760789719271,eng,272,110,11,4/1/2003,Sourcebooks,"Cultural,Italy;Self Help;Language,Writing;European Literature,Italian Literature"
26766,Dark Water's Embrace (Mictlan  #1),Stephen Leigh,3.77,0380794780,9780380794782,eng,331,78,10,3/1/1998,Harper Voyager,"Science Fiction;Fiction;LGBT;Gender;LGBT,Lesbian;Adult;LGBT,Transgender"
22514,The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel,3.63,0812696069,9780812696066,eng,288,157,14,10/25/2006,Open Court,"Philosophy;Music;Nonfiction;Cultural;Culture,Pop Culture"
4653,Until I Find You,John Irving,3.63,0552773123,9780552773126,eng,928,198,33,8/1/2006,Black Swan,"Fiction;Contemporary;Literature;Novels;Literary Fiction;Young Adult,Coming Of Age;Literature,American;The United States Of America;Drama;Unfinished"
36958,Captain Cat,Syd Hoff,3.65,0064441768,9780064441766,eng,48,110,15,4/22/1994,HarperCollins,"Childrens,Picture Books;Childrens;Animals,Cats;Animals"
4404,American Gods,Neil Gaiman,4.11,0060010606,9780060010607,eng,635,1211,169,6/1/2001,PerfectBound (HarperCollins),"Fantasy;Fiction;Fantasy,Mythology;Fantasy,Urban Fantasy;Audiobook;Science Fiction;Science Fiction Fantasy;Adult;Contemporary;Horror"
7772,Dr. Seuss's Sleep Book,Dr. Seuss,4.17,0394800915,9780394800912,eng,58,8967,351,7/24/2012,New York: Random House,"Childrens;Childrens,Picture Books;Fiction;Poetry;Classics;Humor;Kids;Fantasy;Childrens,Juvenile;Young Adult"
21710,Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen,3.39,0865344922,9780865344921,eng,234,12,1,10/30/2005,Sunstone Press,"Crime,True Crime"
38992,Second Home: Finding Your Place in the Fun (Better Homes and Gardens),Denny Caringer/Better Homes and Gardens,3.83,0696211521,9780696211522,eng,216,6,1,10/15/2000,Better Homes and Gardens Books,House;Home
6870,Enduring Love,Ian McEwan,3.63,0099481243,9780099481249,eng,245,30776,1515,10/28/2004,Vintage,"Fiction;Contemporary;Literary Fiction;Literature;European Literature,British Literature;Novels;Romance;Literature,20th Century;Thriller;Adult"
29058,Cervantes in Algiers: A Captive's Tale,Maria Antonia Garcés,3.14,0826514707,9780826514707,eng,368,7,1,6/1/2005,Vanderbilt University Press,Literary Criticism
35786,The Bush Dyslexicon: Observations on a National Disorder,Mark Crispin Miller,3.56,0393322963,9780393322965,eng,370,209,19,6/17/2002,W. W. Norton  Company,Politics;Nonfiction;Humor;Unfinished
1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05,0393058107,9780393058109,eng,624,30,8,11/17/2003,W. W. Norton  Company,"Classics;Poetry;Fantasy,Mythology;Fiction;Literature;Fantasy;Literature,Ancient;Philosophy;Mythology,Greek Mythology;Academic,School"
43081,Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail,Rusty Young/Thomas McFadden,4.26,0312330340,9780312330347,eng,400,11121,522,5/1/2004,St. Martin's Griffin,"Nonfiction;Travel;Biography;Mystery,Crime;Autobiography,Memoir;Crime,True Crime;Cultural,Bolivia;Book Club;History;Biography Memoir"
45325,Joseph Cornell: Secrets in a Box (Adventures in Art),Alison Baverstock/Joseph Cornell/Christopher Wynne,4.03,3791329286,9783791329284,eng,27,32,5,9/1/2003,Prestel Publishing,Art;Childrens;Biography
15420,Stork Naked (Xanth  #30),Piers Anthony,3.88,0765304090,9780765304094,en-US,304,1833,31,10/31/2006,Tor Books,"Fantasy;Fiction;Humor;Science Fiction Fantasy;Science Fiction;Young Adult;Adventure;Adult;Romance;Fantasy,Magic"
9897,Jesus' Son,Denis Johnson,4.09,041377242X,9780413772428,eng,192,321,30,1/23/2007,Methuen Publishing,"Short Stories;Fiction;Contemporary;Literature;Literature,American;Literary Fiction;Classics;Literature,20th Century;Novels;The United States Of America"
41093,Men  Martians and Machines,Eric Frank Russell/George Zebrowski/Isaac Asimov,3.77,0517551853,9780517551851,eng,216,164,14,2/1/1984,Crown Publishers,"Science Fiction;Fiction;Anthologies;Short Stories;Space,Space Opera;Science Fiction Fantasy"
12172,Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,4.25,0374529264,9780374529260,eng,347,10455,660,5/18/2005,Farrar  Straus and Giroux,"Historical,Historical Fiction;Fiction;Classics;Cultural,France;Historical;Literature;European Literature,French Literature;Philosophy;Novels;LGBT"
41541,The Prestige,Christopher Priest,3.89,0765356171,9780765356178,eng,368,441,58,10/3/2006,Tor Books,"Fiction;Fantasy;Historical,Historical Fiction;Science Fiction;Mystery;Historical;Audiobook;Fantasy,Magic;Horror;Science Fiction,Steampunk"
431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,0143039830,9780143039839,eng,308,43200,1873,3/28/2006,Penguin Classics,"Fiction;Mystery;Literature,American;Novels;Literature;Contemporary;New York;The United States Of America;Classics;Mystery,Crime"
22831,The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi,4.11,1569310351,9781569310359,eng,208,72,4,6/5/1995,Viz Media,"Sequential Art,Manga;Romance;Science Fiction;Sequential Art,Comics;Young Adult;Fantasy;Humor;Sequential Art,Graphic Novels"
30263,Every Which Way But Dead (The Hollows  #3),Kim Harrison,4.29,006057299X,9780060572990,eng,501,60083,1213,6/28/2005,HarperTorch,"Fantasy,Urban Fantasy;Fantasy;Fantasy,Paranormal;Paranormal,Vampires;Paranormal,Witches;Fantasy,Magic;Fiction;Romance;Paranormal,Demons;Fantasy,Supernatural"
33331,More Than You Know: Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,4.09,0231138709,9780231138703,eng,268,1359,48,4/21/2006,Columbia University Press,"Economics,Finance;Business;Nonfiction;Economics;Psychology;Currency,Money;Philosophy;Finance,Personal Finance"
37807,Caesar's Commentaries: On the Gallic War & On the Civil War,Gaius Julius Caesar/James H. Ford/W.A. McDevitte,4.12,0976072610,9780976072614,eng,340,424,31,10/1/2005,El Paso Norte Press,"History;Classics;Nonfiction;War;Biography;Literature,Ancient;Military,Military History;History,Ancient History;War,Military Fiction;Roman"
30010,The Complete Stories  Vol 1,Isaac Asimov,4.36,038541627X,9780385416276,eng,624,5362,115,10/1/1990,Broadway,"Science Fiction;Fiction;Short Stories;Classics;Science Fiction Fantasy;Fantasy;Anthologies;Anthologies,Collections;Novels;European Literature,Spanish Literature"
29120,The Mistress Manual: The Good Girl's Guide to Female Dominance,Mistress Lorelei,3.76,1890159190,9781890159191,eng,220,346,30,6/15/2000,Greenery Press (CA),"Erotica,BDSM;Nonfiction;Sexuality;Self Help;Relationships;Adult;How To;Audiobook;Feminism;Psychology"
5599,Ethics and the Limits of Philosophy,Bernard Williams,4.06,067426858X,9780674268586,en-US,230,556,20,3/15/1986,Harvard University Press,"Philosophy;Nonfiction;Politics;Academic;Literature,20th Century;Reference;European Literature,British Literature;Classics;Law"
41046,Romanticism,Hugh Honour,3.75,0064300897,9780064300896,eng,416,42,2,8/15/1979,Westview Press,"Art;History;Medievalism,Romanticism;Academic,School"
31591,Lorca & Jimenez: Selected Poems,Federico García Lorca/Juan Ramón Jiménez/Robert Bly,4.34,0807062138,9780807062135,eng,208,114,8,4/30/1997,Beacon Press,"Poetry;European Literature,Spanish Literature"
33436,Key Lime Pie Murder (Hannah Swensen  #9),Joanne Fluke,3.85,0758210183,9780758210180,eng,342,10361,531,7/31/2007,Kensington Publishing Corporation,"Mystery;Mystery,Cozy Mystery;Fiction;Audiobook;Thriller,Mystery Thriller;Adult;Food and Drink,Food;Romance;Womens Fiction,Chick Lit;Mystery,Murder Mystery"
79,Coming Into the Country,John McPhee,4.22,0374522871,9780374522872,eng,448,5704,261,4/1/1991,Farrar  Straus and Giroux,"Nonfiction;Travel;Environment,Nature;History;Science;Environment;Adventure;Writing,Essays;Science,Natural History;Autobiography,Memoir"
7959,Rachel & Leah (Women of Genesis  #3),Orson Scott Card,3.85,0765341298,9780765341297,en-GB,368,5618,514,11/29/2005,Forge Books,"Historical,Historical Fiction;Fiction;Religion;Biblical Fiction;Christian Fiction;Christianity,Lds;Historical;Lds,Lds Fiction;Christian;Adult"
30480,The Communist Manifesto,Karl Marx/Friedrich Engels,3.55,1599869950,9781599869957,en-US,88,138,18,12/26/2005,Filiquarian Publishing  LLC.,"Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy,Theory;Politics,Political Science;European Literature,German Literature"
5966,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear/Simcha Shtull,3.65,1888297018,9781888297010,eng,46,71,8,11/1/1995,Maxima New Media,"Poetry;Classics;Childrens;Humor;Fiction;Literature,19th Century;Historical,Victorian;European Literature,British Literature;Literature;Short Stories"
22230,Stargirl (Stargirl  #1),Jerry Spinelli,3.76,0440416779,9780440416777,eng,186,1969,252,5/11/2004,Laurel Leaf,"Young Adult;Fiction;Contemporary;Realistic Fiction;Romance;Childrens,Middle Grade;Childrens;Academic,School;Young Adult,Teen;Young Adult,Coming Of Age"
37170,Finnegan's Week,Joseph Wambaugh,3.63,0553763245,9780553763249,eng,352,561,42,8/1/1995,Bantam,"Fiction;Mystery;Mystery,Crime;Mystery,Detective;Humor;Action;Suspense"
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,2742741461,9782742741465,fre,1075,21,1,11/7/2002,Actes Sud,
8541,Straight,Dick Francis,4.05,042520846X,9780425208465,eng,320,3513,143,2/7/2006,G.P. Putnam's Sons,"Mystery;Fiction;Thriller;Mystery,Crime;Suspense;Thriller,Mystery Thriller;Animals,Horses;Mystery,Detective;Sports,Horse Racing;European Literature,British Literature"
24147,How to Build a Time Machine,Paul Davies,3.82,0141005343,9780141005348,eng,148,67,9,7/2/2002,Penguin,"Science;Nonfiction;Science,Physics;Science Fiction,Time Travel;Science,Popular Science;Philosophy;Science,Mathematics;Self Help;Space;Travel"
28231,A Box of Matches,Nicholson Baker,3.67,0375706038,9780375706035,eng,192,1679,192,3/9/2004,Vintage,"Fiction;Novels;Literature;Contemporary;Literary Fiction;Literature,American;Humor;Adult;Writing,Essays;Modern"
30822,Silenced: The Wrath of God Descends (Underground Zealot  #2),Jerry B. Jenkins,4.24,0842384111,9780842384117,eng,368,1532,40,3/1/2005,Tyndale House Publishers,"Christian Fiction;Christian;Fiction;Suspense;Science Fiction;Religion;Thriller;Inspirational;Science Fiction,Apocalyptic;Mystery"
20833,Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,William Murray,3.5,0684809664,9780684809663,eng,320,36,8,2/17/2000,Simon & Schuster,"Autobiography,Memoir;LGBT;Nonfiction;Biography"
45234,The Gun Seller,Hugh Laurie,3.68,067102082X,9780671020828,eng,340,14495,1434,10/1/1998,Washington Square Press,"Fiction;Humor;Mystery;Thriller;Mystery,Crime;Humor,Comedy;European Literature,British Literature;Thriller,Mystery Thriller;Spy Thriller,Espionage;Novels"
25078,Savage Inequalities: Children in America's Schools,Jonathan Kozol,4.25,0060974990,9780060974992,eng,272,15923,666,6/12/1992,Harper Perennial,"Education;Nonfiction;Sociology;Social Movements,Social Justice;Teaching;Politics;Race;History;Academic,School;Social Issues,Poverty"
7906,Emily of Deep Valley (Deep Valley  #2),Maud Hart Lovelace/Vera Neville,4.23,0064408582,9780064408585,eng,304,2722,151,12/31/2000,HarperTrophy,"Classics;Fiction;Young Adult;Historical,Historical Fiction;Childrens;Historical;Romance;Childrens,Middle Grade;Childrens,Juvenile;Childrens,Childrens Classics"
12993,Hamlet  The Texts of 1603 and 1623,William Shakespeare/Neil Taylor,4.27,1904271553,9781904271550,eng,384,15,0,3/22/2006,Bloomsbury Arden Shakespeare,"Classics;Plays;Fiction;Drama;Academic,School;Literature;Plays,Theatre;Academic,Read For School;Poetry;Young Adult,High School"
39213,Freedom Riders: John Lewis and Jim Zwerg on the Front Lines of the Civil Rights Movement,Ann Bausum,3.98,0792241738,9780792241737,eng,80,254,57,12/27/2005,National Geographic Children's Books,"Nonfiction;History;Biography;Childrens,Middle Grade;Cultural,African American;Childrens;Childrens,Juvenile;North American Hi...,American History;Childrens,Picture Books;Social Movements,Social Justice"
